ICD10 Code,Description,Type of Surgery,Body Part,Index
0NHC0,"Insertion of Internal Fixation Device into Sphenoid Bone, Open Approach",General Surgery,General,13
0HWT0,"Revision of Drainage Device in Right Breast, Open Approach
Revision of Autologous Tissue Substitute in Right Breast, Open Approach
Revision of Synthetic Substitute in Right Breast, Open Approach
Revision of Nonautologous Tissue Substitute in Right Breast, Open Approach
Revision of Tissue Expander in Right Breast, Open Approach",Breast Surgery,Breast,10
0UDC7,,General Surgery,General,13
08BV0,"Excision of Right Lacrimal Gland, Open Approach, Diagnostic
Excision of Right Lacrimal Gland, Open Approach",General Surgery,General,13
0CB00,"Excision of Upper Lip, Open Approach, Diagnostic
Excision of Upper Lip, Open Approach",General Surgery,General,13
0W9F0,"Drainage of Abdominal Wall with Drainage Device, Open Approach
Drainage of Abdominal Wall, Open Approach, Diagnostic
Drainage of Abdominal Wall, Open Approach",General Surgery,General,13
02YF0,,General Surgery,General,13
0DCS0,,General Surgery,General,13
0T1BD,,General Surgery,General,13
09B60,"Excision of Left Middle Ear, Open Approach, Diagnostic
Excision of Left Middle Ear, Open Approach",Ear Surgery,ENT,6
0RBM0,"Excision of Left Elbow Joint, Open Approach, Diagnostic
Excision of Left Elbow Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
08B50,,General Surgery,General,13
0VBG4,"Excision of Left Spermatic Cord, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Spermatic Cord, Percutaneous Endoscopic Approach",General Surgery,General,13
0DS04,,General Surgery,General,13
0PSM0,"Reposition Right Carpal with Internal Fixation Device, Open Approach
Reposition Right Carpal with External Fixation Device, Open Approach
Reposition Right Carpal, Open Approach",General Surgery,General,13
0XBN0,,General Surgery,General,13
0C7S3,"Dilation of Larynx with Intraluminal Device, Percutaneous Approach
Dilation of Larynx, Percutaneous Approach",General Surgery,General,13
0CB30,"Excision of Soft Palate, Open Approach, Diagnostic
Excision of Soft Palate, Open Approach",General Surgery,General,13
09BPX,,General Surgery,General,13
0PSV0,"Reposition Left Finger Phalanx with Internal Fixation Device, Open Approach
Reposition Left Finger Phalanx with External Fixation Device, Open Approach
Reposition Left Finger Phalanx, Open Approach",General Surgery,General,13
0TBD8,"Excision of Urethra, Via Natural or Artificial Opening Endoscopic, Diagnostic
Excision of Urethra, Via Natural or Artificial Opening Endoscopic",General Surgery,General,13
08Q9X,"Repair Left Cornea, External Approach",General Surgery,General,13
0SWG0,"Revision of Drainage Device in Left Ankle Joint, Open Approach
Revision of Infusion Device in Left Ankle Joint, Open Approach
Revision of Internal Fixation Device in Left Ankle Joint, Open Approach
Revision of External Fixation Device in Left Ankle Joint, Open Approach
Revision of Autologous Tissue Substitute in Left Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0Y6J0,"Detachment at Left Lower Leg, High, Open Approach
Detachment at Left Lower Leg, Mid, Open Approach
Detachment at Left Lower Leg, Low, Open Approach",General Surgery,General,13
08QE3,"Repair Right Retina, Percutaneous Approach",General Surgery,General,13
0QBL0,"Excision of Right Tarsal, Open Approach, Diagnostic
Excision of Right Tarsal, Open Approach",General Surgery,General,13
00JT0,,General Surgery,General,13
0DB44,"Excision of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic
Excision of Esophagogastric Junction, Percutaneous Endoscopic Approach",General Surgery,General,13
0UN04,"Release Right Ovary, Percutaneous Endoscopic Approach",General Surgery,General,13
08HK3,,General Surgery,General,13
08DM0,,General Surgery,General,13
0PHM3,"Insertion of Internal Fixation Device into Right Carpal, Percutaneous Approach
Insertion of External Fixation Device into Right Carpal, Percutaneous Approach",General Surgery,General,13
0WRFX,,General Surgery,General,13
0DQB4,"Repair Ileum, Percutaneous Endoscopic Approach",General Surgery,General,13
0EQC3,,General Surgery,General,13
0HHPX,"Insertion of Other Device into Skin, External Approach",General Surgery,General,13
0TQ34,"Repair Right Kidney Pelvis, Percutaneous Endoscopic Approach",Kidney Transplant,Renal,3
0B910,"Drainage of Trachea with Drainage Device, Open Approach
Drainage of Trachea, Open Approach, Diagnostic
Drainage of Trachea, Open Approach",General Surgery,General,13
0M150,,General Surgery,General,13
0VBJ0,"Excision of Right Epididymis, Open Approach, Diagnostic
Excision of Right Epididymis, Open Approach",General Surgery,General,13
0L8N0,"Division of Right Lower Leg Tendon, Open Approach",General Surgery,General,13
08B0X,"Excision of Right Eye, External Approach, Diagnostic
Excision of Right Eye, External Approach",Eye Surgery,Ophthalmological,12
0PHT3,"Insertion of Internal Fixation Device into Right Finger Phalanx, Percutaneous Approach
Insertion of External Fixation Device into Right Finger Phalanx, Percutaneous Approach",General Surgery,General,13
0VSS0,,General Surgery,General,13
0PH30,"Insertion of Internal Fixation Device into Cervical Vertebra, Open Approach",General Surgery,General,13
0DJ04,"Inspection of Upper Intestinal Tract, Percutaneous Endoscopic Approach",General Surgery,General,13
0PMV0,,General Surgery,General,13
0HB9X,"Excision of Perineum Skin, External Approach, Diagnostic
Excision of Perineum Skin, External Approach",General Surgery,General,13
0DQS4,,General Surgery,General,13
0UQ14,"Repair Left Ovary, Percutaneous Endoscopic Approach",General Surgery,General,13
0C980,"Drainage of Right Parotid Gland with Drainage Device, Open Approach
Drainage of Right Parotid Gland, Open Approach, Diagnostic
Drainage of Right Parotid Gland, Open Approach",General Surgery,General,13
09BKX,"Excision of Nasal Mucosa and Soft Tissue, External Approach, Diagnostic
Excision of Nasal Mucosa and Soft Tissue, External Approach",General Surgery,General,13
08Q7X,"Repair Left Sclera, External Approach",General Surgery,General,13
09QN0,"Repair Nasopharynx, Open Approach",General Surgery,General,13
0H1T0,,General Surgery,General,13
0MB20,"Excision of Left Shoulder Bursa and Ligament, Open Approach, Diagnostic
Excision of Left Shoulder Bursa and Ligament, Open Approach",General Surgery,General,13
09CW0,"Extirpation of Matter from Right Sphenoid Sinus, Open Approach",Tympanoplasty,ENT,6
0M970,"Drainage of Right Hand Bursa and Ligament with Drainage Device, Open Approach
Drainage of Right Hand Bursa and Ligament, Open Approach, Diagnostic
Drainage of Right Hand Bursa and Ligament, Open Approach",General Surgery,General,13
0KRJ0,"Replacement of Left Thorax Muscle with Autologous Tissue Substitute, Open Approach
Replacement of Left Thorax Muscle with Synthetic Substitute, Open Approach
Replacement of Left Thorax Muscle with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0M9P0,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Open Approach
Drainage of Left Knee Bursa and Ligament, Open Approach, Diagnostic
Drainage of Left Knee Bursa and Ligament, Open Approach",Hip Replacement,Orthopedic,5
0U9GX,"Drainage of Vagina with Drainage Device, External Approach
Drainage of Vagina, External Approach, Diagnostic
Drainage of Vagina, External Approach",General Surgery,General,13
0M8R0,"Division of Left Ankle Bursa and Ligament, Open Approach",General Surgery,General,13
0HXVX,,General Surgery,General,13
0PHV0,"Insertion of Internal Fixation Device into Left Finger Phalanx, Open Approach
Insertion of External Fixation Device into Left Finger Phalanx, Open Approach",General Surgery,General,13
0JQK0,"Repair Left Hand Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0Q8H0,"Division of Left Tibia, Open Approach",General Surgery,General,13
0KRH0,"Replacement of Right Thorax Muscle with Autologous Tissue Substitute, Open Approach
Replacement of Right Thorax Muscle with Synthetic Substitute, Open Approach
Replacement of Right Thorax Muscle with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0NSCX,"Reposition Sphenoid Bone, External Approach",General Surgery,General,13
0P8D0,"Division of Left Humeral Head, Open Approach",General Surgery,General,13
0JQQ0,"Repair Right Foot Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0RQR0,"Repair Left Carpal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0PHN3,"Insertion of Internal Fixation Device into Left Carpal, Percutaneous Approach
Insertion of External Fixation Device into Left Carpal, Percutaneous Approach",General Surgery,General,13
0T0B0,,General Surgery,General,13
0NP00,"Removal of Drainage Device from Skull, Open Approach
Removal of Infusion Device from Skull, Open Approach
Removal of Internal Fixation Device from Skull, Open Approach
Removal of External Fixation Device from Skull, Open Approach
Removal of Autologous Tissue Substitute from Skull, Open Approach",General Surgery,General,13
0HPU0,"Removal of Drainage Device from Left Breast, Open Approach
Removal of Radioactive Element from Left Breast, Open Approach
Removal of Autologous Tissue Substitute from Left Breast, Open Approach
Removal of Synthetic Substitute from Left Breast, Open Approach
Removal of Nonautologous Tissue Substitute from Left Breast, Open Approach",Breast Surgery,Breast,10
0LN70,"Release Right Hand Tendon, Open Approach",General Surgery,General,13
08B9X,"Excision of Left Cornea, External Approach, Diagnostic
Excision of Left Cornea, External Approach",General Surgery,General,13
07904,"Drainage of Head Lymphatic with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Head Lymphatic, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Head Lymphatic, Percutaneous Endoscopic Approach",General Surgery,General,13
0PRV0,"Replacement of Left Finger Phalanx with Autologous Tissue Substitute, Open Approach
Replacement of Left Finger Phalanx with Synthetic Substitute, Open Approach
Replacement of Left Finger Phalanx with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0PHH3,"Insertion of Internal Fixation Device into Right Radius, Percutaneous Approach
Insertion of External Fixation Device into Right Radius, Percutaneous Approach
Insertion of Intramedullary Internal Fixation Device into Right Radius, Percutaneous Approach
Insertion of Limb Lengthening External Fixation Device into Right Radius, Percutaneous Approach
Insertion of Monoplanar External Fixation Device into Right Radius, Percutaneous Approach",General Surgery,General,13
0MNN4,"Release Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach",Hip Replacement,Orthopedic,5
0MNP0,"Release Left Knee Bursa and Ligament, Open Approach",Hip Replacement,Orthopedic,5
0H804,,General Surgery,General,13
0R8P0,,General Surgery,General,13
0QHH3,"Insertion of Internal Fixation Device into Left Tibia, Percutaneous Approach
Insertion of External Fixation Device into Left Tibia, Percutaneous Approach
Insertion of Intramedullary Internal Fixation Device into Left Tibia, Percutaneous Approach
Insertion of Intramedullary Limb Lengthening Internal Fixation Device into Left Tibia, Percutaneous Approach
Insertion of Limb Lengthening External Fixation Device into Left Tibia, Percutaneous Approach",General Surgery,General,13
02T50,"Resection of Atrial Septum, Open Approach",General Surgery,General,13
0SPD0,"Removal of Drainage Device from Left Knee Joint, Open Approach
Removal of Infusion Device from Left Knee Joint, Open Approach
Removal of Internal Fixation Device from Left Knee Joint, Open Approach
Removal of External Fixation Device from Left Knee Joint, Open Approach
Removal of Autologous Tissue Substitute from Left Knee Joint, Open Approach",Hip Replacement,Orthopedic,5
0CQ2X,"Repair Hard Palate, External Approach",General Surgery,General,13
0DB00,,General Surgery,General,13
0D9J4,"Drainage of Appendix with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Appendix, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Appendix, Percutaneous Endoscopic Approach",General Surgery,General,13
0HWU0,"Revision of Drainage Device in Left Breast, Open Approach
Revision of Autologous Tissue Substitute in Left Breast, Open Approach
Revision of Synthetic Substitute in Left Breast, Open Approach
Revision of Nonautologous Tissue Substitute in Left Breast, Open Approach
Revision of Tissue Expander in Left Breast, Open Approach",Breast Surgery,Breast,10
0PSJ0,"Reposition Left Radius with Internal Fixation Device, Open Approach
Reposition Left Radius with External Fixation Device, Open Approach
Reposition Left Radius with Intramedullary Internal Fixation Device, Open Approach
Reposition Left Radius with Monoplanar External Fixation Device, Open Approach
Reposition Left Radius with Ring External Fixation Device, Open Approach",General Surgery,General,13
0PHN0,"Insertion of Internal Fixation Device into Left Carpal, Open Approach
Insertion of External Fixation Device into Left Carpal, Open Approach",General Surgery,General,13
02UF0,"Supplement Aortic Valve created from Truncal Valve with Autologous Tissue Substitute, Open Approach
Supplement Aortic Valve with Autologous Tissue Substitute, Open Approach
Supplement Aortic Valve created from Truncal Valve with Zooplastic Tissue, Open Approach
Supplement Aortic Valve with Zooplastic Tissue, Open Approach
Supplement Aortic Valve created from Truncal Valve with Synthetic Substitute, Open Approach",General Surgery,General,13
0TJ50,"Inspection of Kidney, Open Approach",Kidney Transplant,Renal,3
02J60,,General Surgery,General,13
01N0X,,General Surgery,General,13
0HC04,,General Surgery,General,13
0RWG0,"Revision of Drainage Device in Right Acromioclavicular Joint, Open Approach
Revision of Infusion Device in Right Acromioclavicular Joint, Open Approach
Revision of Internal Fixation Device in Right Acromioclavicular Joint, Open Approach
Revision of Autologous Tissue Substitute in Right Acromioclavicular Joint, Open Approach
Revision of Spacer in Right Acromioclavicular Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0M9Q0,"Drainage of Right Ankle Bursa and Ligament with Drainage Device, Open Approach
Drainage of Right Ankle Bursa and Ligament, Open Approach, Diagnostic
Drainage of Right Ankle Bursa and Ligament, Open Approach",General Surgery,General,13
02LP0,"Occlusion of Pulmonary Trunk with Extraluminal Device, Open Approach
Occlusion of Pulmonary Trunk with Intraluminal Device, Open Approach
Occlusion of Pulmonary Trunk, Open Approach",Lung Surgery,Pulmonary,9
0808X,,General Surgery,General,13
0RSL0,"Reposition Right Elbow Joint with Internal Fixation Device, Open Approach
Reposition Right Elbow Joint with External Fixation Device, Open Approach
Reposition Right Elbow Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0F1D0,"Bypass Pancreatic Duct to Duodenum with Intraluminal Device, Open Approach
Bypass Pancreatic Duct to Stomach with Intraluminal Device, Open Approach
Bypass Pancreatic Duct to Small Intestine with Intraluminal Device, Open Approach
Bypass Pancreatic Duct to Large Intestine with Intraluminal Device, Open Approach
Bypass Pancreatic Duct to Duodenum, Open Approach",Valve Replacement,Cardiac,1
0SGL0,"Fusion of Left Tarsometatarsal Joint with Sustained Compression Internal Fixation Device, Open Approach
Fusion of Left Tarsometatarsal Joint with Internal Fixation Device, Open Approach
Fusion of Left Tarsometatarsal Joint with External Fixation Device, Open Approach
Fusion of Left Tarsometatarsal Joint with Autologous Tissue Substitute, Open Approach
Fusion of Left Tarsometatarsal Joint with Synthetic Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0Y6H0,"Detachment at Right Lower Leg, High, Open Approach
Detachment at Right Lower Leg, Mid, Open Approach
Detachment at Right Lower Leg, Low, Open Approach",General Surgery,General,13
09PD0,"Removal of Hearing Device from Right Inner Ear, Open Approach",Ear Surgery,ENT,6
0T978,"Drainage of Left Ureter with Drainage Device, Via Natural or Artificial Opening Endoscopic
Drainage of Left Ureter, Via Natural or Artificial Opening Endoscopic, Diagnostic
Drainage of Left Ureter, Via Natural or Artificial Opening Endoscopic",General Surgery,General,13
0UT54,"Resection of Right Fallopian Tube, Percutaneous Endoscopic Approach",General Surgery,General,13
0UB00,"Excision of Right Ovary, Open Approach, Diagnostic
Excision of Right Ovary, Open Approach",General Surgery,General,13
07B0X,,General Surgery,General,13
0CB9X,,General Surgery,General,13
0QS63,"Reposition Right Upper Femur with Internal Fixation Device, Percutaneous Approach
Reposition Right Upper Femur with External Fixation Device, Percutaneous Approach
Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Percutaneous Approach
Reposition Right Upper Femur with Monoplanar External Fixation Device, Percutaneous Approach
Reposition Right Upper Femur with Ring External Fixation Device, Percutaneous Approach",General Surgery,General,13
02NA0,,General Surgery,General,13
08SP0,"Reposition Left Upper Eyelid, Open Approach",Eye Surgery,Ophthalmological,12
0X6T0,"Detachment at Left Ring Finger, Complete, Open Approach
Detachment at Left Ring Finger, High, Open Approach
Detachment at Left Ring Finger, Mid, Open Approach
Detachment at Left Ring Finger, Low, Open Approach",General Surgery,General,13
0QSDX,"Reposition Right Patella, External Approach",General Surgery,General,13
0SGA0,,General Surgery,General,13
0NST3,"Reposition Right Mandible with Internal Fixation Device, Percutaneous Approach
Reposition Right Mandible with External Fixation Device, Percutaneous Approach
Reposition Right Mandible, Percutaneous Approach",General Surgery,General,13
0E0K0,,General Surgery,General,13
08B1X,"Excision of Left Eye, External Approach, Diagnostic
Excision of Left Eye, External Approach",Eye Surgery,Ophthalmological,12
0C990,"Drainage of Left Parotid Gland with Drainage Device, Open Approach
Drainage of Left Parotid Gland, Open Approach, Diagnostic
Drainage of Left Parotid Gland, Open Approach",General Surgery,General,13
0J8K0,"Division of Left Hand Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0M9MX,,General Surgery,General,13
07TC4,"Resection of Pelvis Lymphatic, Percutaneous Endoscopic Approach",General Surgery,General,13
09CX0,"Extirpation of Matter from Left Sphenoid Sinus, Open Approach",Tympanoplasty,ENT,6
0HHV0,"Insertion of Radioactive Element into Bilateral Breast, Open Approach
Insertion of Tissue Expander into Bilateral Breast, Open Approach",Breast Surgery,Breast,10
03BY3,"Excision of Upper Artery, Percutaneous Approach, Diagnostic
Excision of Upper Artery, Percutaneous Approach",General Surgery,General,13
09BP3,"Excision of Accessory Sinus, Percutaneous Approach, Diagnostic
Excision of Accessory Sinus, Percutaneous Approach",Tympanoplasty,ENT,6
0TP60,,General Surgery,General,13
02CW0,"Extirpation of Matter from Thoracic Aorta, Descending, Open Approach",General Surgery,General,13
0U900,"Drainage of Right Ovary with Drainage Device, Open Approach
Drainage of Right Ovary, Open Approach, Diagnostic
Drainage of Right Ovary, Open Approach",General Surgery,General,13
0C9S3,"Drainage of Larynx with Drainage Device, Percutaneous Approach
Drainage of Larynx, Percutaneous Approach, Diagnostic
Drainage of Larynx, Percutaneous Approach",General Surgery,General,13
0DTS0,,General Surgery,General,13
0SHM0,"Insertion of Infusion Device into Right Metatarsal-Phalangeal Joint, Open Approach
Insertion of Internal Fixation Device into Right Metatarsal-Phalangeal Joint, Open Approach
Insertion of External Fixation Device into Right Metatarsal-Phalangeal Joint, Open Approach
Insertion of Spacer into Right Metatarsal-Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0DGP0,,General Surgery,General,13
0WP80,"Removal of Drainage Device from Chest Wall, Open Approach
Removal of Radioactive Element from Chest Wall, Open Approach
Removal of Infusion Device from Chest Wall, Open Approach
Removal of Autologous Tissue Substitute from Chest Wall, Open Approach
Removal of Synthetic Substitute from Chest Wall, Open Approach",General Surgery,General,13
0SP90,"Removal of Drainage Device from Right Hip Joint, Open Approach
Removal of Infusion Device from Right Hip Joint, Open Approach
Removal of Internal Fixation Device from Right Hip Joint, Open Approach
Removal of External Fixation Device from Right Hip Joint, Open Approach
Removal of Autologous Tissue Substitute from Right Hip Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0DW64,"Revision of Drainage Device in Stomach, Percutaneous Endoscopic Approach
Revision of Monitoring Device in Stomach, Percutaneous Endoscopic Approach
Revision of Infusion Device in Stomach, Percutaneous Endoscopic Approach
Revision of Autologous Tissue Substitute in Stomach, Percutaneous Endoscopic Approach
Revision of Extraluminal Device in Stomach, Percutaneous Endoscopic Approach",General Surgery,General,13
03LL0,"Occlusion of Left Internal Carotid Artery with Bioactive Intraluminal Device, Open Approach
Occlusion of Left Internal Carotid Artery with Extraluminal Device, Open Approach
Occlusion of Left Internal Carotid Artery with Intraluminal Device, Open Approach
Occlusion of Left Internal Carotid Artery, Open Approach",General Surgery,General,13
097F0,"Dilation of Right Eustachian Tube with Intraluminal Device, Open Approach
Dilation of Right Eustachian Tube, Open Approach",General Surgery,General,13
0G9KX,,General Surgery,General,13
0WP8X,"Removal of Drainage Device from Chest Wall, External Approach
Removal of Radioactive Element from Chest Wall, External Approach
Removal of Infusion Device from Chest Wall, External Approach
Removal of Autologous Tissue Substitute from Chest Wall, External Approach
Removal of Synthetic Substitute from Chest Wall, External Approach",General Surgery,General,13
09L70,,General Surgery,General,13
0CBT0,"Excision of Right Vocal Cord, Open Approach, Diagnostic
Excision of Right Vocal Cord, Open Approach",General Surgery,General,13
0MB00,"Excision of Head and Neck Bursa and Ligament, Open Approach, Diagnostic
Excision of Head and Neck Bursa and Ligament, Open Approach",General Surgery,General,13
0F154,"Bypass Right Hepatic Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Right Hepatic Duct to Stomach with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Right Hepatic Duct to Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Right Hepatic Duct to Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Right Hepatic Duct to Caudate Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0RQJ4,"Repair Right Shoulder Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
02JA4,"Inspection of Heart, Percutaneous Endoscopic Approach",Cardiac Surgery,Cardiac,1
07RM0,,General Surgery,General,13
0PSN3,"Reposition Left Carpal with Internal Fixation Device, Percutaneous Approach
Reposition Left Carpal with External Fixation Device, Percutaneous Approach
Reposition Left Carpal, Percutaneous Approach",General Surgery,General,13
0T977,"Drainage of Left Ureter with Drainage Device, Via Natural or Artificial Opening
Drainage of Left Ureter, Via Natural or Artificial Opening, Diagnostic
Drainage of Left Ureter, Via Natural or Artificial Opening",General Surgery,General,13
0BYK0,"Transplantation of Right Lung, Allogeneic, Open Approach
Transplantation of Right Lung, Syngeneic, Open Approach
Transplantation of Right Lung, Zooplastic, Open Approach",Lung Surgery,Pulmonary,9
0RB60,"Excision of Thoracic Vertebral Joint, Open Approach, Diagnostic
Excision of Thoracic Vertebral Joint, Open Approach",Spine Surgery,Neurological,2
02SP0,"Reposition Pulmonary Trunk, Open Approach",Lung Surgery,Pulmonary,9
0MN80,"Release Left Hand Bursa and Ligament, Open Approach",General Surgery,General,13
0Q8F0,"Division of Left Patella, Open Approach",General Surgery,General,13
0BT3X,,General Surgery,General,13
0T967,"Drainage of Right Ureter with Drainage Device, Via Natural or Artificial Opening
Drainage of Right Ureter, Via Natural or Artificial Opening, Diagnostic
Drainage of Right Ureter, Via Natural or Artificial Opening",General Surgery,General,13
0TJB8,"Inspection of Bladder, Via Natural or Artificial Opening Endoscopic",Urinary Surgery,Renal,3
0HPTX,,General Surgery,General,13
0TQ40,"Repair Left Kidney Pelvis, Open Approach",Kidney Transplant,Renal,3
0DQPX,,General Surgery,General,13
0X8LX,,General Surgery,General,13
0NRC0,"Replacement of Sphenoid Bone with Autologous Tissue Substitute, Open Approach
Replacement of Sphenoid Bone with Synthetic Substitute, Open Approach
Replacement of Sphenoid Bone with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
05000,,General Surgery,General,13
0Q8M0,"Division of Left Tarsal, Open Approach",General Surgery,General,13
02HP0,"Insertion of Pressure Sensor Monitoring Device into Pulmonary Trunk, Open Approach
Insertion of Monitoring Device into Pulmonary Trunk, Open Approach
Insertion of Infusion Device into Pulmonary Trunk, Open Approach
Insertion of Other Device into Pulmonary Trunk, Open Approach
Insertion of Intraluminal Device into Pulmonary Trunk, Open Approach",Lung Surgery,Pulmonary,9
0PHT0,"Insertion of Internal Fixation Device into Right Finger Phalanx, Open Approach
Insertion of External Fixation Device into Right Finger Phalanx, Open Approach",General Surgery,General,13
0P904,"Drainage of Sternum with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Sternum, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Sternum, Percutaneous Endoscopic Approach",General Surgery,General,13
0SWF0,"Revision of Drainage Device in Right Ankle Joint, Open Approach
Revision of Infusion Device in Right Ankle Joint, Open Approach
Revision of Internal Fixation Device in Right Ankle Joint, Open Approach
Revision of External Fixation Device in Right Ankle Joint, Open Approach
Revision of Autologous Tissue Substitute in Right Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
04NY0,"Release Lower Artery, Open Approach",General Surgery,General,13
0X690,"Detachment at Left Upper Arm, High, Open Approach
Detachment at Left Upper Arm, Mid, Open Approach
Detachment at Left Upper Arm, Low, Open Approach",General Surgery,General,13
0HB90,,General Surgery,General,13
0W984,"Drainage of Chest Wall with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Chest Wall, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Chest Wall, Percutaneous Endoscopic Approach",General Surgery,General,13
020J3,,General Surgery,General,13
0T140,"Bypass Left Kidney Pelvis to Right Kidney Pelvis with Autologous Tissue Substitute, Open Approach
Bypass Left Kidney Pelvis to Left Kidney Pelvis with Autologous Tissue Substitute, Open Approach
Bypass Left Kidney Pelvis to Right Ureter with Autologous Tissue Substitute, Open Approach
Bypass Left Kidney Pelvis to Left Ureter with Autologous Tissue Substitute, Open Approach
Bypass Left Kidney Pelvis to Colon with Autologous Tissue Substitute, Open Approach",Valve Replacement,Cardiac,1
0T9B3,"Drainage of Bladder with Drainage Device, Percutaneous Approach
Drainage of Bladder, Percutaneous Approach, Diagnostic
Drainage of Bladder, Percutaneous Approach",Urinary Surgery,Renal,3
0LM70,"Reattachment of Right Hand Tendon, Open Approach",General Surgery,General,13
08BW0,"Excision of Left Lacrimal Gland, Open Approach, Diagnostic
Excision of Left Lacrimal Gland, Open Approach",General Surgery,General,13
0NHQ3,"Insertion of Internal Fixation Device into Left Orbit, Percutaneous Approach",General Surgery,General,13
09T10,"Resection of Left External Ear, Open Approach",Ear Surgery,ENT,6
0QXG0,,General Surgery,General,13
0JXQ0,"Transfer Right Foot Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach
Transfer Right Foot Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach
Transfer Right Foot Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0NBV0,"Excision of Left Mandible, Open Approach, Diagnostic
Excision of Left Mandible, Open Approach",General Surgery,General,13
0S9F0,"Drainage of Right Ankle Joint with Drainage Device, Open Approach
Drainage of Right Ankle Joint, Open Approach, Diagnostic
Drainage of Right Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0P8N0,"Division of Left Carpal, Open Approach",General Surgery,General,13
0C987,,General Surgery,General,13
0T7D0,"Dilation of Urethra with Intraluminal Device, Open Approach
Dilation of Urethra, Open Approach",General Surgery,General,13
0SJA4,,General Surgery,General,13
0HXGX,"Transfer Left Hand Skin, External Approach",General Surgery,General,13
0TC64,"Extirpation of Matter from Right Ureter, Percutaneous Endoscopic Approach",General Surgery,General,13
08QTX,"Repair Left Conjunctiva, External Approach",General Surgery,General,13
0DT9X,,General Surgery,General,13
00BT4,"Excision of Spinal Meninges, Percutaneous Endoscopic Approach, Diagnostic
Excision of Spinal Meninges, Percutaneous Endoscopic Approach",General Surgery,General,13
09QPX,,General Surgery,General,13
0U494,,General Surgery,General,13
08R73,,General Surgery,General,13
0PHS0,"Insertion of Internal Fixation Device into Left Thumb Phalanx, Open Approach
Insertion of External Fixation Device into Left Thumb Phalanx, Open Approach",General Surgery,General,13
0XTN0,,General Surgery,General,13
0TQDX,"Repair Urethra, External Approach",General Surgery,General,13
0TQ44,"Repair Left Kidney Pelvis, Percutaneous Endoscopic Approach",Kidney Transplant,Renal,3
0BQG0,"Repair Left Upper Lung Lobe, Open Approach",Lung Surgery,Pulmonary,9
0WTC4,,General Surgery,General,13
0Y6X0,"Detachment at Right 5th Toe, Complete, Open Approach
Detachment at Right 5th Toe, High, Open Approach
Detachment at Right 5th Toe, Mid, Open Approach
Detachment at Right 5th Toe, Low, Open Approach",General Surgery,General,13
0X6S0,"Detachment at Right Ring Finger, Complete, Open Approach
Detachment at Right Ring Finger, High, Open Approach
Detachment at Right Ring Finger, Mid, Open Approach
Detachment at Right Ring Finger, Low, Open Approach",General Surgery,General,13
0PPP0,"Removal of Internal Fixation Device from Right Metacarpal, Open Approach
Removal of External Fixation Device from Right Metacarpal, Open Approach
Removal of Autologous Tissue Substitute from Right Metacarpal, Open Approach
Removal of Synthetic Substitute from Right Metacarpal, Open Approach
Removal of Nonautologous Tissue Substitute from Right Metacarpal, Open Approach",General Surgery,General,13
0MBRX,,General Surgery,General,13
